station_name,city,zip,latitude,longitude,ev_connector_types
CITYOFLEAVENWOR G-EV-A,Leavenworth,98826,47.591265,-120.67074,['J1772']
CITYOFLEAVENWOR G-EV-D,Leavenworth,98826,47.591258,-120.670703,['J1772']
Platinum Parking North West,Seattle,98101,47.60631518022772,-122.339057482769,['J1772']
BOREN LABS 1 NORTH CHARGING,Seattle,98101,47.617552,-122.333404,['J1772']
BOREN LABS 1 SOUTH CHARGING,Seattle,98101,47.617674,-122.333222,['J1772']
THE BOEING CO 1788 #3,Auburn,98001,47.279022,-122.239425,['J1772']
Starbucks,Spokane,99212,47.6812757,-117.2839276,['J1772']
Tru by Hilton,Spokane Valley,99216,47.6773804,-117.2231773,['J1772']
CENT COLLE EV CHARGER 2,Centralia,98531,46.714648,-122.963464,['J1772']
CENT COLLE EV CHARGER 1,Centralia,98531,46.714613,-122.963463,['J1772']
Municipal Lot Fast Charger,Tacoma,98402,47.2564939,-122.4425869,"['CHADEMO', 'J1772COMBO']"
Westlie Ford,Washougal,98671,45.57964,-122.37971,['J1772COMBO']
Bud Clary Ford,Longview,98632,46.125551,-122.929511,['J1772COMBO']
Bud Clary Ford of Moses Lake,Moses Lake,98837,47.119056,-119.26758,['J1772COMBO']
"Muckleshoot Indian Tribe, Government – CCDF",Auburn,98092,47.26556176647484,-122.1349922167832,['J1772']
AV Capital - Parking Lot,Vancouver,98661,45.64434938667156,-122.6344231035345,['J1772']
531629  Lakewood Office Building I,Lakewood,98499,47.1614048,-122.5144065,['J1772']
Fairwood,Renton,98058,47.44626468561226,-122.1480160030057,['J1772']
Sterling Ridge,Kent,98030,47.36843443311243,-122.1892678876665,['J1772']
Friendly Village,Redmond,98052,47.68342530060752,-122.0933510029924,['J1772']
Surrey down II,Bellevue,98005,47.58660008891048,-122.1657578143719,['J1772']
Red Dot Corporation,Puyallup,98372,47.1914488,-122.2610199,['J1772']
City of Normandy Park,Normandy Park,98166,47.445558,-122.345547,['J1772']
NORAM DEXTER 1,Seattle,98109,47.628734,-122.342924,['J1772']
NORAM DEXTER 3,Seattle,98109,47.6285,-122.342944,['J1772']
NORAM DEXTER 2,Seattle,98109,47.628558,-122.342944,['J1772']
NORAM DEXTER 4,Seattle,98109,47.628616,-122.342933,['J1772']
NORAM DEXTER 5,Seattle,98109,47.628639,-122.342659,['J1772']
NORAM DEXTER 6,Seattle,98109,47.628509,-122.342643,['J1772']
SCD NE 8th LLC,Bellevue,98004,47.61793513553478,-122.1963952886289,['J1772']
Bennington On First,Vancouver,98683,45.61957294639069,-122.4845099881917,['J1772']
Bellevue 108 Avenue Owner LLC,Bellevue,98004,47.61343,-122.19698,['J1772']
Wapato Point Resort,Manson,98831,47.8819832,-120.1546971,['J1772']
The Outlook Apartments,Graham,98338,47.079736,-122.292061,['J1772']
(Staff) Summit Veterinary Referral,Tacoma,98409,47.18524,-122.47072,['J1772']
WDFW Region 3,Yakima,98902,46.5740206,-120.5397233,['J1772']
BELLINGHAM CITY MILL 1,Bellingham,98225,48.720831,-122.504186,['J1772']
BELLINGHAM CITY CAROLINA DC1,Bellingham,98229,48.760334,-122.457017,"['CHADEMO', 'J1772COMBO']"
BELLINGHAM CITY CAROLINA DC2,Bellingham,98229,48.760109,-122.457275,"['CHADEMO', 'J1772COMBO']"
EVROADWAY WA-N-COLLEGE01,Seattle,98103,47.699417,-122.334601,"['CHADEMO', 'J1772COMBO']"
EVROADWAY WA-C-COLLEGE01,Seattle,98122,47.615459,-122.322558,"['CHADEMO', 'J1772COMBO']"
EVROADWAY WA-G-COLLEGE01,Seattle,98108,47.54231,-122.324521,"['CHADEMO', 'J1772COMBO']"
BELLINGHAM CITY CIVIC FIELD DC1,Bellingham,98229,48.74741,-122.457767,"['CHADEMO', 'J1772COMBO']"
BELLINGHAM CITY CIVIC FIELD DC2,Bellingham,98229,48.747404,-122.457721,"['CHADEMO', 'J1772COMBO']"
EVROADWAY WA-S-COLLEGE01,Seattle,98106,47.546315,-122.351959,"['CHADEMO', 'J1772COMBO']"
CCPUD NO 1 10,Wenatchee,98801,47.462235,-120.33263,['J1772']
CCPUD NO 1 11,Wenatchee,98801,47.462242,-120.332556,['J1772']
CCPUD NO 1 12,Wenatchee,98801,47.462231,-120.332484,['J1772']
CCPUD NO 1 13,Wenatchee,98801,47.462245,-120.332444,['J1772']
CCPUD NO 1 14,Wenatchee,98801,47.462235,-120.332311,['J1772']
CCPUD NO 1 15,Wenatchee,98801,47.462241,-120.332242,['J1772']
CCPUD NO 1 16,Wenatchee,98801,47.462244,-120.33217,['J1772']
PUD CHARGERS 9,Wenatchee,98801,47.462071,-120.332739,['J1772']
BELLINGHAM CITY CORDATA DC1,Bellingham,98226,48.792944,-122.490998,"['CHADEMO', 'J1772COMBO']"
Gonzaga - Sustainability House,Spokane,99258,47.669994,-117.401782,['J1772']
CSG EV AAA TACOMA - #4,Tacoma,98405,47.243384,-122.482627,"['J1772COMBO', 'TESLA']"
CSG EV AAA TACOMA - #3,Tacoma,98405,47.243398,-122.482594,"['J1772COMBO', 'TESLA']"
PSE: Trailhead Apartments,Bremerton,98311,47.614616,-122.623901,['J1772']
Gonzaga - Madonna Hall,Spokane,99202,47.666927,-117.397347,['J1772']
CSG EV AAA TACOMA - #2,Tacoma,98405,47.243462,-122.482071,"['CHADEMO', 'J1772COMBO']"
CSG EV AAA TACOMA - #1,Tacoma,98405,47.243423,-122.482646,"['J1772COMBO', 'TESLA']"
AAA Washington,Bellevue,98006,47.579256,-122.16531,['J1772']
Avista - Rosalia,Rosalia,99170,47.234716,-117.370127,['J1772']
Gonzaga - Music Hall,Spokane,99258,47.669084,-117.402419,['J1772']
TPS FACILITIES TPS DOWNING 1,Tacoma,98406,47.270436,-122.506419,['J1772']
SOUNDFORDELEC25 CP6000-1,Renton,98057,47.47001,-122.218895,['J1772']
Hughes,Spokane,99258,47.666787,-117.403546,['J1772']
Gonzaga - Business Service Center,Spokane,99258,47.668057,-117.409312,['J1772']
City of Palouse - Heritage Park,Palouse,99161,46.909463,-117.075478,['J1772']
OpenRoad NW,Bellevue,98005,47.6271375,-122.1583878,['J1772']
CITY LIGHT ADAMS 1,Seattle,98107,47.67027,-122.3795,['J1772']
AMZ SEA113 - 7,Bellevue,98004,47.610585,-122.199599,['J1772']
AMZ SEA113 - 8,Bellevue,98004,47.610542,-122.199602,['J1772']
AMZ SEA113 - 9,Bellevue,98004,47.610541,-122.199516,['J1772']
AMZ SEA113 - 10,Bellevue,98004,47.610599,-122.199575,['J1772']
AMZ SEA113 - 11,Bellevue,98004,47.610528,-122.199633,['J1772']
AMZ SEA113 - 15,Bellevue,98004,47.610473,-122.199547,['J1772']
AMZ SEA113 - 12,Bellevue,98004,47.610509,-122.199569,['J1772']
AMZ SEA113 - 13,Bellevue,98004,47.610488,-122.199646,['J1772']
TLCMP A1-1,Poulsbo,98370,47.765325,-122.655228,['J1772']
TLCMP A1-2,Poulsbo,98370,47.765389,-122.654973,['J1772']
TLCMP A2-1,Poulsbo,98370,47.765324,-122.655083,['J1772']
TLCMP A2-2,Poulsbo,98370,47.765331,-122.655126,['J1772']
TLCMP B1-1,Poulsbo,98370,47.76354,-122.656533,['J1772']
TLCMP B1-2,Poulsbo,98370,47.763533,-122.656296,['J1772']
TLCMP B2-1,Poulsbo,98370,47.763526,-122.6559,['J1772']
TLCMP B2-2,Poulsbo,98370,47.763522,-122.656012,['J1772']
1313 E COLUMBIA CLMB 2707 WEST,Seattle,98122,47.60829,-122.314623,['J1772']
1313 E COLUMBIA CLMB 3274 EAST,Seattle,98122,47.608304,-122.314505,['J1772']
AMZ SEA113 - 14,Bellevue,98004,47.610368,-122.199158,['J1772']
SOUTH HILL STATION 1,Bellingham,98225,48.737639,-122.492652,['J1772']
Avista - Gonzaga School of Law ACL2,Spokane,99202,47.66355,-117.39822,['J1772']
7700 E Sprague Ave,Spokane Valley,99212,47.655846,-117.303141,['J1772']
Vantage Glen,Renton,98055,47.44022545682385,-122.2001053895661,['J1772']
CITY LIGHT WATERFRONT 1,Seattle,98101,47.605576,-122.338941,"['CHADEMO', 'J1772COMBO']"
CITY LIGHT RIVERVIEW 2,Seattle,98106,47.547937,-122.354985,['J1772']
Fairway Apartments,Cheney,99004,47.58728706,-117.55013276,['J1772']
UPTOWN WEST,Gig Harbor,98335,47.301292,-122.576824,['J1772']
UPTOWN EAST,Gig Harbor,98335,47.301277,-122.576856,['J1772']
Project Hawk,Pasco,99301,46.2814932,-119.0862511,['J1772']
SNOPUD POWERED MUARL3101#3,Arlington,98223,48.15627,-122.150476,['J1772']
SNOPUD POWERED MUARL3101#4,Arlington,98223,48.156185,-122.1507,['J1772']
SNOPUD POWERED MUARL3101#2,Arlington,98223,48.156185,-122.150754,['J1772']
SNOPUD POWERED MUARL3101#1,Arlington,98223,48.156185,-122.150572,['J1772']
BELLINGHAM CITY PADDEN 1,Bellingham,98226,48.698297,-122.443227,['J1772']
CITY LIGHT W QUEEN ANNE 2,Seattle,98119,47.627041,-122.364341,['J1772']
CITY LIGHT TUKWILA 4,Tukwila,98168,47.485076,-122.272667,"['CHADEMO', 'J1772COMBO']"
CITY LIGHT TUKWILA 3,Tukwila,98168,47.485079,-122.272621,"['CHADEMO', 'J1772COMBO']"
Gonzaga - BARC Parking (Public),Spokane,99202,47.668163,-117.397075,['J1772']
The Carriage House,Bothell,98011,47.760978,-122.212938,['J1772']
"CircleK - Wenatchee, WA",Wenatchee,98801,47.46825,-120.33491,['J1772COMBO']
RETAIL PARKING PARK 88 #3,Bellevue,98004,47.611146,-122.203926,['J1772']
RETAIL PARKING PARK 88 #2,Bellevue,98004,47.611146,-122.203926,['J1772']
RETAIL PARKING PARK 88 #1,Bellevue,98004,47.611146,-122.203926,['J1772']
DCPUD WELLS DAM PL 2,Pateros,98846,47.949368,-119.876407,['J1772COMBO']
RETAIL PARKING STALL 60 & 62,Bellevue,98004,47.611146,-122.203926,['J1772']
RETAIL PARKING STALL 56 & 58,Bellevue,98004,47.611146,-122.203926,['J1772']
Whitworth - Athletics Leadership Team Bldg,Spokane,99218,47.754201,-117.42127,['J1772']
Whitworth - Oliver Hall,Spokane,99251,47.754999,-117.413253,['J1772']
Whitworth - Boppell Hall,Spokane,99251,47.753395,-117.413321,['J1772']
Connell,Connell,99326,46.659123,-118.861159,"['CHADEMO', 'J1772', 'J1772COMBO']"
CITY LIGHT CID 1,Seattle,98104,47.597099,-122.323865,['J1772']
Rockwood PM - Adirondack Lodge,Spokane,99223,47.61438,-117.370552,['J1772']
HARBOR CENTER FISH PAVILLION,Bellingham,98225,48.754537,-122.501213,['J1772']
Sea Tac Office Center,SeaTac,98188,47.4413275,-122.2950909,['J1772']
Brotherton Cadillac Buick GMC.,Renton,98057,47.46910948124239,-122.2207897474606,"['J1772', 'J1772COMBO']"
SUMMERWALK VILLAGE 1,Lacey,98513,46.996944,-122.817128,['J1772']
SUMMERWALK VILLAGE 2,Lacey,98513,46.996974,-122.817106,['J1772']
SUMMERWALK VILLAGE 3,Lacey,98503,46.997007,-122.817095,['J1772']
ICCU SSH-120 3,Spokane,99223,47.626625,-117.368192,['J1772']
ICCU SSH-120 1,Spokane,99223,47.626537,-117.368188,['J1772']
ICCU SSH-120 2,Spokane,99223,47.626424,-117.368178,['J1772']
THE NOBLE STALL 30 29,Seattle,98103,47.659329,-122.342775,['J1772']
Rockwood PM - Bitterroot Lodge,Liberty Lake,99019,47.674933,-117.11513,['J1772']
NE Washington ESD101 - Public,Spokane,99223,47.615244,-117.370158,['J1772']
NE Washington ESD101 - Workplace,Spokane,99223,47.615244,-117.370158,['J1772']
Stevenson Library,Stevenson,98648,45.695049,-121.881856,"['CHADEMO', 'J1772', 'J1772COMBO']"
The Eight - Tesla Supercharger,Bellevue,98004,47.617714,-122.196617,['TESLA']
Fred Meyer - Tesla Supercharger,Seattle,98107,47.661146,-122.370395,['TESLA']
AVIARA EV1,Bothell,98012,47.861823,-122.1788,['J1772']
WinCo Foods - Tesla Supercharger,Richland,99352,46.264027,-119.265336,['TESLA']
Gateway S.C. Shopping Mall - Tesla Supercharger,Mill Creek,98012,47.877623,-122.212884,['TESLA']
Northway West Office Building - Tesla Supercharger,Seattle,98133,47.706949,-122.333572,['TESLA']
5401 S Regal St,Spokane,99223,47.604742,-117.36784,['J1772']
BELLINGHAM CITY DEPOT MARKET 3,Bellingham,98225,48.747719,-122.479993,['J1772']
City of Bingen Parking,Bingen,98605,45.716485,-121.470368,"['CHADEMO', 'J1772COMBO']"
CITY LIGHT TUKWILA 2,Tukwila,98168,47.485042,-122.272515,"['CHADEMO', 'J1772COMBO']"
CITY LIGHT MADISON MILLER2,Seattle,98122,47.617074,-122.30414,"['CHADEMO', 'J1772COMBO']"
Townhouse Cafe - Goldendale,Goldendale,98620,45.825623,-120.805512,"['CHADEMO', 'J1772', 'J1772COMBO']"
Central Office II,Tukwila,98188,47.44897,-122.25331,['J1772']
ILLAHEE FWPS-ILH-5,Federal Way,98003,47.277756,-122.335053,['J1772']
ILLAHEE FWPS-ILH-4,Federal Way,98003,47.277829,-122.334923,['J1772']
ILLAHEE FWPS-ILH-3,Federal Way,98003,47.277763,-122.335159,['J1772']
BFT1 SHOP MOBILE,Richland,99352,46.239529,-119.240834,"['CHADEMO', 'J1772COMBO']"
CITY LIGHT SOUTH SERVICE 2,Seattle,98134,47.571207,-122.328676,"['CHADEMO', 'J1772COMBO']"
Holiday Inn Express Burlington,Burlington,98233,48.4661268,-122.343998,['J1772']
Electric Era Charging Station,Arlington,98223,48.1876055,-122.1997164,"['J1772COMBO', 'TESLA']"
"Snowpeak Campfield, WA",Long Beach,98631,46.341854,-124.042771,['J1772']
"Aberdeen, WA",Aberdeen,98520,46.9708301,-123.821326,['J1772COMBO']
"Spokane, WA",Spokane Valley,99216,47.6743272,-117.2045561,['J1772COMBO']
"Lynnwood, WA",Lynnwood,98037,47.8284943,-122.2775755,['J1772COMBO']
Town of Winthrop,Winthrop,98862,48.4713473,-120.1807918,['J1772']
"Forks, WA",Forks,98331,47.951511,-124.385225,['J1772COMBO']
Rockwood PM - Riverside at Trutina,Liberty Lake,99019,47.683817,-117.104239,['J1772']
CAR CHARGE 1 STATION 7,Pasco,99301,46.225299,-119.116976,['J1772']
CAR CHARGE 1 STATION 2,Pasco,99301,46.224931,-119.117248,['J1772']
CAR CHARGE 1 STATION 3,Pasco,99301,46.224939,-119.117495,['J1772']
CAR CHARGE 1 STATION 1,Pasco,99301,46.225024,-119.117582,['J1772']
CAR CHARGE 1 STATION 4,Pasco,99301,46.224897,-119.117554,['J1772']
CAR CHARGE 1 STATION 5,Pasco,99301,46.225375,-119.117741,['J1772']
CAR CHARGE 1 STATION 6,Pasco,99301,46.225024,-119.117263,['J1772']
CITY LIGHT WEST SEATTLE 2,Seattle,98116,47.562216,-122.381639,"['CHADEMO', 'J1772COMBO']"
110th S. 10th Street Garage - Public Permit Parking,Tacoma,98402,47.2541115,-122.4376037,['J1772']
CITY LIGHT N BEACON HILL 2,Seattle,98144,47.579728,-122.312203,"['CHADEMO', 'J1772COMBO']"
"Fred Meyer 186 (Lacey, WA)",Lacey,98503,47.04018,-122.8328,['J1772COMBO']
Kennewick,Kennewick,99338,46.179979,-119.188248,['J1772']
MAT CLINIC 05528,Olympia,98501,47.040811,-122.842057,['J1772']
BELLINGHAM CITY HARRIS 1,Bellingham,98225,48.720058,-122.508756,['J1772']
MAT CLINIC 20008,Olympia,98501,47.040809,-122.842101,['J1772']
MAT CLINIC 19999,Olympia,98501,47.0408,-122.842078,['J1772']
Yakima,Yakima,98901,46.677571,-120.479158,['J1772']
Conoco - Tesla Supercharger,Ritzville,99169,47.118551,-118.365106,['TESLA']
CHARLES L1 #124,Redmond,98052,47.675471,-122.126021,['J1772']
Otis Orchards Library,Otis Orchards,99027,47.700205,-117.105435,['J1772']
Auburn Chevrolet,Auburn,98002,47.322616,-122.220402,['J1772COMBO']
SPOKANE HYUNDAI STATION 1,Spokane Valley,99212,47.657333,-117.28729,['J1772']
AMZ SEA113 – 18,Bellevue,98004,47.610506,-122.1996,['J1772']
AMZ SEA113 – 16,Bellevue,98004,47.610501,-122.199549,['J1772']
AMZ SEA113 – 17,Bellevue,98004,47.610536,-122.19955,['J1772']
SPOKANE CHARGER HD SPOKANE 2,Spokane,99223,47.612746,-117.36668,['J1772']
SPOKANE CHARGER HD SPOKANE 3,Spokane,99223,47.612738,-117.366765,['J1772']
SPOKANE CHARGER HD SPOKANE 1,Spokane,99223,47.612773,-117.365571,['J1772']
Villa Bonita,Kirkland,98034,47.716581,-122.209517,['J1772']
CITY OF LACEY CITY HALL DC,Lacey,98503,47.045337,-122.821973,"['CHADEMO', 'J1772COMBO']"
Ellensburg,Ellensburg,98926,46.994205,-120.549205,['J1772']
City Gate Apartments,Lynden,98264,48.93963,-122.480453,['J1772']
Astria Toppenish Hospital,Toppenish,98948,46.3705236,-120.3165278,['J1772']
Kingswood Drive - Tesla Supercharger,Tumwater,98512,46.99277,-122.921267,['TESLA']
CITY LIGHT FREMONT 2,Seattle,98103,47.654875,-122.345894,['J1772']
CITY LIGHT WALLINGFORD 3,Seattle,98103,47.658757,-122.342414,['J1772']
"SFIII Columbia West, LLC - Eastview",Bellevue,98006,47.57794039707738,-122.1433349452109,['J1772']
Moses Lake,Moses Lake,98837,47.12882,-119.281992,['J1772']
CITY LIGHT STEVENS 4,Seattle,98112,47.624082,-122.306153,['J1772']
CITY LIGHT WEST SEATTLE 6,Seattle,98116,47.558283,-122.381237,['J1772']
CITY LIGHT STEVENS 2,Seattle,98122,47.617189,-122.312677,['J1772']
Avista - Two Rivers Resort ACL2,Davenport,99122,47.90702,-118.32481,['J1772']
Gonzaga - College Hall,Spokane,99258,47.669084,-117.402419,['J1772']
Big Wally's - Tesla Supercharger,Coulee City,99115,47.621668,-119.27983,['TESLA']
LYNNWOOD DCFC CH NORTH,Lynnwood,98036,47.825275,-122.292906,['J1772COMBO']
LYNNWOOD DCFC CH SOUTH,Lynnwood,98036,47.825209,-122.292904,['J1772COMBO']
LYNNWOOD DCFC CH NORTH.,Lynnwood,98036,47.825484,-122.292822,['J1772COMBO']
CITY LIGHT WEST SEATTLE 3,Seattle,98116,47.557841,-122.386742,['J1772']
McLendon Hardware - Series,Renton,98057,47.477362,-122.215347,['J1772']
WSDSHS AFPQO000001CHK0,Medical Lake,99022,47.566656,-117.696597,['J1772']
WSDSHS FPQO000001CHJX,Medical Lake,99022,47.566603,-117.696534,['J1772']
WSDSHS AFPQO000001CHK1,Medical Lake,99022,47.566591,-117.69661,['J1772']
WSDSHS AFPQO000001CHJZ,Medical Lake,99022,47.566816,-117.696038,['J1772']
WSDSHS AFPQO000001CHK3,Medical Lake,99022,47.56679,-117.695994,['J1772']
WSDSHS AFPQO000001CHK2,Medical Lake,99022,47.572485,-117.695203,['J1772']
WSDSHS AFPQO000001CHK4,Medical Lake,99022,47.572491,-117.695259,['J1772']
WSDSHS AFPQO000001CHK5,Medical Lake,99022,47.572477,-117.695188,['J1772']
WSDSHS AFPQO000001CHK6,Medical Lake,99022,47.566759,-117.69604,['J1772']
WSDSHS AFPQO000001CHJY,Medical Lake,99022,47.566817,-117.696042,['J1772']
ILLAHEE FWPS-ILH-2,Federal Way,98003,47.277508,-122.336985,['J1772']
WSCJTC CJTC 1,Burien,98148,47.432791,-122.332893,['J1772']
WSCJTC CJTC 2,Burien,98148,47.432794,-122.33282,['J1772']
WSCJTC CJTC 3,Burien,98148,47.432781,-122.332745,['J1772']
WSCJTC CJTC 4,Burien,98148,47.432792,-122.332646,['J1772']
WSCJTC CJTC 5,Burien,98148,47.43279,-122.332563,['J1772']
Tumwater Trading Post,Tumwater,98512,46.9852754156,-122.9320361379,['J1772COMBO']
Frontier Ford Superstore,Anacortes,98221,48.46107,-122.56042,"['J1772', 'J1772COMBO']"
Hotel Mccoy,Pullman,99163,46.729,-117.17744,['J1772']
CITY OF SEATAC CITY HALL 3,SeaTac,98168,47.434037,-122.273187,['J1772']
CITY OF SEATAC CITY HALL 4,SeaTac,98188,47.434035,-122.273119,['J1772']
CITY OF SEATAC CITY HALL 5,Seattle,98118,47.43403,-122.27305,['J1772']
CITY OF SEATAC CITY HALL 6,SeaTac,98188,47.434028,-122.272966,['J1772']
FIRST LIGHT P86,Seattle,98101,47.61285,-122.341082,['J1772']
CITY LIGHT OLYMPIC HILLS 1,Seattle,98125,47.732067,-122.31096,['J1772']
CITY LIGHT WALLINGFORD 2,Seattle,98103,47.662077,-122.337266,['J1772']
CITY LIGHT NORTH ADMIRAL 2,Seattle,98116,47.585079,-122.386289,['J1772']
CITY LIGHT N BEACON HILL 3,Seattle,98144,47.590181,-122.317398,['J1772']
Holiday Inn Express Valley,Spokane,99206,47.670689,-117.280684,['J1772']
TENINO AG PARK TENINO AG PARK,Tenino,98589,46.846175,-122.874238,['J1772']
TENINO AG PARK TENINO AG PARK.,Tenino,98589,46.845962,-122.874231,['J1772']
CITY LIGHT RIVERVIEW 4,Seattle,98106,47.540389,-122.356195,['J1772']
Spokane Public Schools - Rogers High School,Spokane,99207,47.699156,-117.386877,['J1772']
Spokane Public Schools - Sacajawea Middle School,Spokane,99203,47.624756,-117.405385,['J1772']
Spokane Public Schools - Ferris High School,Spokane,99223,47.619707,-117.363513,['J1772']
BiPlane Hangar,Eastsound,98245,48.7049122,-122.9092731,['J1772COMBO']
Spokane Public Schools - Yasuhara Middle School,Spokane,99207,47.683113,-117.389544,['J1772']
CITY LIGHT BITTER LAKE 1,Seattle,98133,47.732112,-122.348371,['J1772']
CITY LIGHT BITTER LAKE 2,Seattle,98133,47.732211,-122.348548,['J1772']
CITY LIGHT L QUEEN ANNE 2,Seattle,98119,47.624365,-122.361647,['J1772']
CITY LIGHT L QUEEN ANNE 4,Seattle,98109,47.62637,-122.345544,['J1772']
CITY LIGHT FREMONT 4,Seattle,98103,47.653533,-122.352073,['J1772']
CITY LIGHT COLUMBIA CITY 2,Seattle,98118,47.560554,-122.288911,['J1772']
CITY LIGHT N BEACON HILL 6,Seattle,98144,47.577708,-122.309212,['J1772']
CITY LIGHT N BEACON HILL 7,Seattle,98144,47.584502,-122.313884,['J1772']
CITY LIGHT N BEACON HILL 8,Seattle,98144,47.584499,-122.313807,['J1772']
CITY LIGHT MADISON PARK 1,Seattle,98112,47.640772,-122.280271,['J1772']
CITY LIGHT EASTLAKE 2,Seattle,98102,47.636686,-122.328391,['J1772']
Langston Landing,Kent,98032,47.38041,-122.24653,['J1772COMBO']
Ford of Kirkland,Kirkland,98034,47.70641514881801,-122.1743562069648,"['J1772', 'J1772COMBO']"
Mt Vernon Library Commons,Mt Vernon,98273,48.41591269,-122.33799562,"['CHADEMO', 'J1772', 'J1772COMBO']"
LONG BEACH BOLSTAD2,Long Beach,98631,46.351444,-124.057269,['J1772']
LONG BEACH BOLSTAD3,Long Beach,98631,46.351439,-124.057159,['J1772']
LONG BEACH BOLSTAD4,Long Beach,98631,46.351439,-124.057068,['J1772']
LONG BEACH BOLSTAD5,Long Beach,98631,46.35143,-124.056989,['J1772']
KOP FAST CHARGE KOP FASTCHARGER,Puyallup,98372,47.206423,-122.29226,"['CHADEMO', 'J1772COMBO']"
LOVE'S 514 - WA #514 DC2,Ritzville,99169,47.113802,-118.366062,"['J1772COMBO', 'TESLA']"
LOVE'S 514 - WA #514 DC1,Ritzville,99169,47.11379,-118.365959,"['J1772COMBO', 'TESLA']"
Avista - City of Colville ACL2,Colville,99114,48.54434,-117.90782,['J1772']
Avista - City of Colville DCFC,Colville,99114,48.54434,-117.90782,['J1772COMBO']
PORTCW GROVE FIELD 2,Camas,98607,45.626575,-122.399869,"['J1772COMBO', 'TESLA']"
PORTCW GROVE FIELD 1,Camas,98607,45.626619,-122.399868,"['J1772COMBO', 'TESLA']"
2630 116th Avenue Northeast,Bellevue,98004,47.634746,-122.1851515,['J1772']
252 Broadway,Tacoma,98402,47.2618581854628,-122.443967394889,['J1772']
AMLI Wallingford,Seattle,98103,47.648265,-122.335477,['J1772']
Avalon Bothell Commons,Bothell,98011,47.766526,-122.213529,['J1772']
PeaceHealth Corporate,Vancouver,98683,45.6123428,-122.5012542,['J1772']
PeaceHealth Southwest Medical Center,Vancouver,98664,45.624587,-122.581451,['J1772']
PeaceHealth St Joseph Medical Center,Bellingham,98225,48.772339,-122.471172,['J1772']
AMLI South Lake Union,Seattle,98109,47.62328,-122.33138,['J1772']
CITY LIGHT FREMONT 5,Seattle,98103,47.653597,-122.3523,['J1772']
CITY LIGHT GREEN LAKE 2,Seattle,98115,47.681526,-122.324639,['J1772']
CITY LIGHT PORTAGE BAY 1,Seattle,98102,47.647284,-122.317499,['J1772']
CITY LIGHT MINOR 1,Seattle,98122,47.612506,-122.31537,['J1772']
KOHLS MARYSVILL,Marysville,98271,48.101754,-122.182469,['J1772']
Downtown Spokane / Basalt Hospitality LP,Spokane,99201,47.664469,-117.412087,['J1772']
MEC - 345 Hills street,Richland,99354,46.3383082,-119.2692778,['J1772']
ILLAHEE FWPS-ILH-1,Federal Way,98003,47.277894,-122.33508,['J1772']
BSD501 SUNNYLAND 1,Bellingham,98225,48.766727,-122.463914,['J1772']
BSD501 SUNNYLAND 2,Bellingham,98225,48.766721,-122.463845,['J1772']
PEAK410 PEAK410-1,Bonney Lake,98391,47.167117,-122.127378,['J1772']
WADOC EVERETT CJC 1,Everett,98208,47.918037,-122.229865,['J1772']
LONG BEACH BOLSTAD1,Long Beach,98631,46.351451,-124.056829,['J1772']
PEAK410 PEAK410-3,Bonney Lake,98391,47.166891,-122.127801,['J1772']
PEAK410 PEAK410-2,Bonney Lake,98391,47.167124,-122.127385,['J1772']
PEAK410 PEAK410-4,Bonney Lake,98391,47.166854,-122.128114,['J1772']
PEAK410 PEAK410-5,Bonney Lake,98391,47.166911,-122.12778,['J1772']
PEAK410 PEAK410-6,Bonney Lake,98391,47.166857,-122.12776,['J1772']
Gee Liberty Lake Service Facility - Series,Liberty Lake,99019,47.67269949213767,-117.1117422664153,['J1772']
Gee Liberty Lake Service Facility,Liberty Lake,99019,47.67273285651309,-117.1117422664153,"['J1772', 'J1772COMBO']"
Ashton Apartments - 3630 E 51st - 1,Spokane,99223,47.606408,-117.355755,['J1772']
Ashton Apartments - 3630 E 51st - 2,Spokane,99223,47.605927,-117.354783,['J1772']
Ashton Apartments - 3625 E 51st - 2,Spokane,99223,47.607154,-117.355505,['J1772']
Ashton Apartments - 3625 E 51st - 1,Spokane,99223,47.606818,-117.357525,['J1772']
Gerhardt Station,Vancouver,98663,45.65076606584955,-122.6677253876455,['J1772']
Avista - Goodwill DCFC,Spokane,99223,47.630586,-117.368447,['J1772COMBO']
TENINO AG PARK TENINO AG PARK2,Tenino,98589,46.845889,-122.874973,"['CHADEMO', 'J1772COMBO']"
TENINO AG PARK TENINO AG PARK1,Tenino,98589,46.845888,-122.87512,"['CHADEMO', 'J1772COMBO']"
Granite Falls City Hall,Granite Falls,98252,48.0815847,-121.9687527,['J1772']
Tacoma Dome - Event Parking Lot,Tacoma,98421,47.2380278,-122.4293507,['J1772']
IQ CHARGING RIDGEFIELD,Ridgefield,98642,45.816274,-122.69438,['J1772']
Pacific Regent Bellevue by Cogir,Bellevue,98004,47.6185542,-122.1950406,['J1772']
BLAKE1 STATION 1,Seattle,98136,47.556565,-122.386442,['J1772']
Sunset Trailhead: 720 E. Sunset Way,Issaquah,98027,47.529972,-122.025196,['J1772']
Avista - NE Community Center (NECC),Spokane,99207,47.693645,-117.374846,['J1772']
Avista - Kendall Yards,Spokane,99201,47.662711,-117.431829,['J1772']
Tulalip health clinic,Tulalip,98271,48.0649668,-122.2829886,['J1772']
601 E Riverside Ave,Spokane,99202,47.658394,-117.4024463,['J1772']
